#
# Log of class-related merge statistics
#
# quorum=   0.8 commonality=   0.2 noise=1.0 nrank=200.0
#
# in-group-sim=mi-sim
# N,words,class-size,self-mi,self-rmi,support,count,logli,entropy,cluster
1	"+ — ” _ ) [ ( ]"	8.0	6.4790882	8.5854865	31.0	14487.0	10.629057	14.792430	   +nan.0
2	"+ — ”"	3.0	6.5123507	9.3117299	560.0	47134.0	8.9270478	16.049298	1.1788502
3	"+ [ *"	3.0	9.7698025	11.896843	50.0	24549.0	9.8681517	12.248401	1.2819616
4	", ;"	2.0	4.9868021	10.622645	14633.0	732630.0	4.9688031	16.876363	0.6209771
5	"but and as"	3.0	4.4045224	10.567255	8814.0	484221.0	5.5662222	16.018770	1.3217062
6	"was is has"	3.0	4.6822829	10.178019	12616.0	406488.0	5.8186751	17.220303	1.2253063
7	"He It She"	3.0	5.1885524	10.576035	2699.0	136689.0	7.3909907	15.789952	1.4912589
8	"? !"	2.0	7.9676198	10.496636	1726.0	55491.0	8.6915621	16.899152	0.9693186
9	"? ! . ,"	4.0	6.7592089	10.873731	15284.0	415960.0	5.7854431	17.792793	1.4384182
10	"He It She There They"	5.0	4.9256906	10.657356	2804.0	166133.0	7.1095492	15.458667	2.0730739
11	"There It"	2.0	12.682504	11.740649	141.0	9182.0	11.286936	15.437141	0.9845819
12	"He It She There They This We"	7.0	4.6522898	10.648290	2831.0	182791.0	6.9716928	15.241750	2.4154927
