#
# Log of class-related merge statistics
#
# quorum=   0.7 commonality=   0.2 noise=1.0 nrank=200.0
#
# in-group-sim=mi-sim
# N,words,class-size,self-mi,self-rmi,support,count,logli,entropy,cluster
1	"+ — ” _ ) ["	6.0	4.6006625	8.4432517	92.0	31336.0	9.5159949	14.684326	1.8132541
2	"+ [ *"	3.0	9.7316991	11.870067	71.0	25995.0	9.7855818	12.547488	1.3002975
3	", ;"	2.0	4.9809180	10.617760	14635.0	731097.0	4.9718250	16.874928	0.6219223
4	"was is has"	3.0	4.9316374	10.366273	12796.0	407826.0	5.8139341	17.272355	1.2258157
5	"but and as for or than"	6.0	4.2914824	10.619464	1143.0	268234.0	6.4183957	14.165059	2.0159698
6	"? . ,"	3.0	6.7680351	10.840953	16933.0	441527.0	5.6993862	18.031084	1.1943258
7	"? . , !"	4.0	6.5818799	10.909299	16904.0	463746.0	5.6285530	17.880389	1.4195748
8	"He It There"	3.0	5.0365365	10.694768	1205.0	117128.0	7.6138019	14.655210	1.4745347
9	"He It There She"	4.0	5.0035543	10.790426	1205.0	131458.0	7.4472859	14.552328	1.8107155
10	"but and for"	3.0	8.2764733	11.152596	6948.0	255808.0	6.4868265	17.469733	1.2612047
11	"He It There She This"	5.0	4.8710487	10.910771	1205.0	139356.0	7.3631127	14.410437	2.0221952
12	"" ”"	2.0	7.3648034	11.202148	776.0	68226.0	8.3934943	14.644371	0.8868826
13	"’ " ” , : ) '"	7.0	6.9748137	11.205926	805.0	76016.0	8.2375128	14.413316	1.4461333
14	"A No"	2.0	5.4451453	9.6755644	110.0	19065.0	10.232889	12.845344	0.9815198
15	"of in into"	3.0	6.5988025	10.766725	11914.0	511907.0	5.4860061	17.189048	1.2393707
16	"A The"	2.0	9.9364047	11.235241	702.0	25678.0	9.8032831	16.691073	0.7788969
17	"' --"	2.0	7.1411164	10.967587	188.0	37081.0	9.2731358	13.096153	0.5408267
18	"“ ‘ _"	3.0	6.5396770	11.026074	2107.0	194649.0	6.8810129	15.105080	0.8638833
19	"his the their"	3.0	3.9748057	10.004904	14325.0	618432.0	5.2132729	17.096571	1.0497046
20	"far well very good much little"	6.0	7.5412304	10.090751	153.0	26214.0	9.7734784	15.372577	2.4598871
21	"far well very good much little long"	7.0	7.6241602	10.293653	153.0	29284.0	9.6137033	15.208353	2.6897595
22	"has had and were made may"	6.0	4.6991119	8.6446929	96.0	29712.0	9.5927702	14.741029	1.7513665
23	"has had"	2.0	12.046918	11.502979	1594.0	45406.0	8.9809330	17.937379	0.8989402
24	"has had have never"	4.0	7.7885968	9.9496827	2099.0	84279.0	8.0886428	17.423228	1.7496957
25	"be have make"	3.0	7.3835537	10.188027	3072.0	118461.0	7.5974757	17.430820	1.2473196
26	"’ ”"	2.0	9.8961110	11.611271	1201.0	93560.0	7.9379241	16.330086	0.6387250
27	"A The In"	3.0	9.8008923	11.539255	692.0	27592.0	9.6995659	16.439007	1.0884269
28	"yet then"	2.0	5.2888635	9.3280736	306.0	19869.0	10.173297	15.250013	0.8794560
29	"yet then after"	3.0	5.3247556	9.5673550	307.0	22525.0	9.9922888	14.991392	1.2981365
30	"yet then after which"	4.0	5.1916011	9.8740585	307.0	29896.0	9.5838635	14.475866	1.7838775
31	"with yet then after which his"	6.0	5.2209480	10.146161	516.0	38130.0	9.2328894	14.621379	2.3192832
32	"' ’ ”"	3.0	9.9056724	11.653672	1200.0	95517.0	7.9080584	16.284420	0.7703657
33	"Mr A No"	3.0	4.6430155	9.6316787	104.0	21231.0	10.077644	12.294720	1.3567528
34	"of in into with"	4.0	6.6176616	11.135762	10853.0	544074.0	5.3980850	16.908831	1.4979277
35	"of in into with to from upon after through"	9.0	6.4879192	11.168829	10860.0	592785.0	5.2743789	16.726638	1.9276342
36	"A The In This"	4.0	9.8578981	11.582172	692.0	29355.0	9.6102097	16.344286	1.3507330
37	"with yet then after which his also never"	8.0	5.1673353	10.158109	813.0	50623.0	8.8240229	15.141442	2.8003459
38	"without with yet then after which his also never by"	10.0	5.1648482	10.287960	1140.0	61381.0	8.5460238	15.478973	3.1458948
