#
# Log of class-related merge statistics
#
# quorum=   0.6 commonality=   0.2 noise=4.0 nrank=200.0
#
# in-group-sim=mi-sim
# N,words,class-size,self-mi,self-rmi,support,count,logli,entropy,cluster
1	"+ — ” _ ) [ ("	7.0	4.5950269	8.5879413	22984.0	96764.0	7.8893455	19.878433	2.2558862
2	"+ [ *"	3.0	12.566814	11.604923	213.0	5689.0	11.977569	14.905332	1.2626976
3	", ; " what"	4.0	4.5495175	10.428926	126596.0	1121612.0	4.3543861	18.444089	1.0282044
4	"but and as for"	4.0	4.0087993	10.317801	63273.0	723363.0	4.9871680	17.370104	1.6956306
5	"? ! . ,"	4.0	6.8573772	10.838436	72996.0	588113.0	5.2857945	18.845063	1.3396234
6	"was is has might"	4.0	4.4420624	9.9033189	42328.0	490575.0	5.5474141	17.983005	1.3530374
7	"He It She This"	4.0	5.1162477	10.460922	8310.0	163955.0	7.1285880	16.277020	1.7541440
8	"There He It She This They We"	7.0	4.7234781	10.423612	10936.0	218015.0	6.7174605	16.157672	2.5178243
9	"There It"	2.0	13.124957	11.635275	38.0	6351.0	11.818760	14.274699	0.9439359
10	"’ ” " '"	4.0	7.1991169	10.841442	4088.0	151032.0	7.2470336	15.586838	1.1308131
11	"“ ‘ _"	3.0	6.2106882	10.592065	10286.0	214356.0	6.7418791	15.707537	0.8485292
12	"no a an very"	4.0	4.5408701	9.2089517	41949.0	282172.0	6.3453130	18.944572	1.2429807
13	"A No Oh Yes"	4.0	3.3846115	8.6454745	2668.0	49977.0	8.8425516	14.632924	1.9439845
14	"+ —"	2.0	15.456298	11.483610	114.0	9900.0	11.178316	16.979931	0.9290533
15	"A The I In"	4.0	3.5620775	9.0160194	26238.0	126776.0	7.4996062	18.886814	1.4604094
16	"( “ ‘ _ But"	5.0	5.5359940	10.579712	12389.0	230869.0	6.6348134	15.604024	1.1745494
